wt, V, CL, ka, kCL
25.0296160053677,0.0154095559752907,0.0932586307950751,2.81716820008376,6.05199987232699
31.7804254639078,0.0153450131079475,0.09733016580848,9.18544548018286,6.3427880526261
28.2794152749138,0.0154091954678265,0.114992172648803,0.0918742834298657,7.46256823653773
88.7303528465692,0.0156164710197353,0.104414448758742,31.5489246275513,6.68617440052805
20.0767603476174,0.0153047569152424,0.104799674404581,9.21462493248891e-06,6.84752296197581
60.4257262851679,0.0152782946635269,0.0988640460881652,3.96421926606762,6.4708822722328
24.6424775867896,0.0153744738319664,0.0854203589554552,0.251684318075235,5.55598584309601
42.801828424879,0.0154510838931363,0.0947295206616771,5.295226142636,6.13093044584128
31.3117974181017,0.0154271034110071,0.104821341105717,99.2347953559151,6.79462231587355
62.4338459412616,0.0155302481287104,0.120944271918802,3.76680895254463,7.78765869781661
47.2460941915838,0.0157253167762341,0.120264738304026,0.242206156759754,7.64784201268262
47.9071073483372,0.0153428818512249,0.102955767772845,1.21544049357939,6.71032787524371
62.2322913437932,0.0157208104085672,0.131518338687568,56.9536938313069,8.3658752487655
31.8797031528062,0.0155565835754187,0.113818474935725,2.49969741931035,7.31641844007264
60.567765321216,0.0157091882967301,0.140951134614072,0.1135882386864,8.97252817597273
52.4988444168766,0.0158539364068903,0.103593055800549,6.70681289822944,6.53421668548678
40.6825806917719,0.0156810884298905,0.117504862619621,450.21954372229,7.49341240851873
45.9769057153787,0.0152804459487698,0.0951428052315523,1458.5265407623,6.2264416595258
67.1731933772732,0.0157697976138717,0.137543851610504,7.71391357857378,8.72197950654197
37.7945998663757,0.0156643993730205,0.106897087954019,1.59452348140551,6.82420598507807
47.7299127474703,0.0153700571535013,0.115150281652041,70.2698075648227,7.49185774015224
47.9194377668446,0.0160188356032392,0.122312799550984,0.386521612074346,7.63556119686073
29.8825073098984,0.0151398679139998,0.106890987826973,0.024335784740368,7.06023252211672
52.9251609142189,0.0155433643958082,0.137137402394208,148.942625054265,8.82289052112758
25.3282182853973,0.0156461145675529,0.111967266770504,0.451029909572356,7.1562346221536
71.0632092773536,0.0158623470627773,0.139496035351115,85.4163233557864,8.79416109098116
63.2474366238698,0.0154988201476026,0.12376504003017,35.2691103862634,7.98544914074087
37.1452940958109,0.0156430622220411,0.104342389593677,232.312151823193,6.67020229879663
19.2829906579609,0.0152659939110692,0.0893896717839017,0.0975140279933325,5.85547670886245
19.3954404732677,0.0156924362607161,0.0870017352306342,5.89087669725621,5.54418280152147
64.6472571322133,0.0157713542123264,0.114113213079102,1.441093719333,7.2354733488843
73.7741245812733,0.0154425903201895,0.136854409539416,0.272806287471517,8.86214078738424
62.0321874258585,0.0155437333427482,0.108655460206583,3.67018276255359,6.99030649913171
23.5003894374369,0.0153858114321198,0.0987099221677328,0.141449209432348,6.41564616875931
27.9185105499751,0.0156225403752518,0.0951542638502409,0.0389314408277598,6.09083168067712
69.0298025292864,0.0156490709858674,0.119317577933381,5.63577852277832,7.62457899520909
32.0010445511223,0.0152929863230544,0.116853478647613,0.256137319451845,7.64098497044061
42.3207273215805,0.0156330410988818,0.13238543038055,0.204509822185252,8.46830949545829
48.230181043364,0.0159099962335014,0.109444224120218,3.8180227395727,6.87895977560091
46.3228330339938,0.0153508465069328,0.108120186418145,42.1118608201886,7.04327193743459
50.4884498764572,0.0153042710079611,0.138060349020666,1.49294725900098,9.02103399429142
57.2126112054632,0.0154942145753956,0.114582062444978,4.52308626291239,7.39515138940512
56.6510920286443,0.0160051244045066,0.11301728959163,1.39848673719609,7.06131903353449
54.4076770321491,0.0151630651012394,0.117170989863633,0.404922559601892,7.72739476361249
